Basin Name,Watershed (USGS 4th Field Name),USGS 4th Field HUC,Record ID,Water Body (Stream/Lake),LLID,River Miles,Segment Length,Parameter,Season,Criteria,BeneficialUses,Status,AssessmentYear,Assessment Action,Suporting Data,Previous Status,Previous Action,Listing Year,Comments,Beach Name,EPA Beach ID,TMDLInfo,
John Day,Upper John Day,17070201,12646,Grasshopper Creek,1.19E+12,0 to 5.3,5.3,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ] LASAR 24445 River Mile 1.3: From 6/10/2000 to 9/8/2000, 27 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1363,Grub Creek,1.19E+12,0 to 13.5,13.5,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
OSU Data (Site at mouth): 7 day average of daily maximum of 74.5 with 46 days exceeding temperature standard (64) in 1993.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1928,Indian Creek,1.19E+12,0 to 6.1,6.1,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
OSU Data (Site at mouth): 7 day average of daily maximum of 74.0 with 40 days exceeding temperature standard (64) in 1993.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,24421,Jackass Creek,1.20E+12,0 to 4.8,4.8,Sedimentation,Year Round,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Lasar Station 30417 (WORP99-0985) 1 out of 1 (100%) samples outside the Blue Mountains Ecoregion criteria, data collected in 2003.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,24448,John Day River,1.21E+12,182 to 243.7,61.7,Dissolved Oxygen,January 1 - May 15,Spawning: Not less than 11.0 mg/L or 95% of saturation,,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Four exceedences of the spawning criteria  out of 31 days of sampling between 2/24/99 and 4/7/11 at LASAR station 11479, John Day River upstream of Dayville. Three exceedences of the spawning criteria  out of 5 days of sampling between 4/11/05 and 4/46/06 at LASAR station 28452, John Day River - Picture Gorge. Four exceedences of the spawning criteria  out of 6 days of sampling between 4/11/06 and 4/27/06 at LASAR station 31995, John Day River at ODFW access bridge.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,11877,John Day River,1.21E+12,182 to 243.7,61.7,Dissolved Oxygen,Year Round (Non-spawning),Cool water: Not less than 6.5 mg/l,Cool-water aquatic life,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/ODA - Salem] LASAR 11479 River Mile 212.3: From 6/15/1994 to 12/11/2003, 3 out of 40 samples (8%) < 6.5 mg/l and applicable % saturation.  Adequate information exists to show that dissolved oxygen falls below 6.5 mg/L as a 30-day mean minimum, 5.0 mg/L as a 7-day minimum mean, and 4.0 mg/L as an absolute minimum. More information is needed to determine if cool or cold water aquatic life is present.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,24449,John Day River,1.21E+12,265 to 278.3,13.3,Dissolved Oxygen,September 1 - June 15,Spawning: Not less than 11.0 mg/L or 95% of saturation,,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Six exceedences of the spawning criteria  out of 13 days of sampling between 10/18/05 and 4/27/06 at LASAR station 31989, John Day River at Trout Farm USFS Campground.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,14669,John Day River,1.21E+12,182 to 265,83,E. Coli,Summer,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ/ODA - Salem] LASAR 11479 River Mile 212.3: From 2/28/1996 to 12/11/2003, 2 out of 17 samples (12%) > 406 organisms; maximum 30-day log mean of 0","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1908,John Day River,1.21E+12,182 to 265,83,Fecal Coliform,Summer,Fecal coliform log mean of 200 organisms per 100 ml; no more than 10% > 400 per 100 ml,Water contact recreation,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
DEQ Data (Site 404158; RM 215.4): 24% (6 of 25) Summer values exceeded fecal coliform standard (400) with a maximum value of 2400 between WY 1986 - 1995.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1568,John Day River,1.21E+12,182 to 265,83,Flow Modification,Undefined,The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.,Salmonid fish rearing; Salmonid fish spawning; Resident fish and aquatic life,"Cat 4C: Water quality limited, not a pollutant",2002,No action,"Spring Chinook and Steelhead production is limited by rearing conditions and increasing flow has been identified as a need (Salmon and Steelhead Plan, 1990); IWR (59798) for fish is frequently not met during summer at gage 14038530.",Previous Status: Water quality limited not needing a TMDL,"Previous Action: Delisted - Water quality limited, not a pollutant",Previous Assessment Year: 2002,,,,,
John Day,Upper John Day,17070201,12720,John Day River,1.21E+12,182 to 243.7,61.7,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[WSC John Day] LASAR 28451 River Mile 200.7: From 5/28/2000 to 8/28/2000, 84 days with 7-day-average maximum > 18 degrees Celsius.
[WSC John Day] LASAR 28452 River Mile 202.5: From 5/27/2000 to 9/23/2000, 110 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,24423,Johnny Creek,1.20E+12,0 to 6,6,Sedimentation,Year Round,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Lasar Station 26943 (WORP99-0947) 1 out of 1 (100%) samples outside the Blue Mountains Ecoregion criteria, data collected in 2002.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,1381,Little Pine Creek,1.19E+12,0 to 5.1,5.1,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
OSU data.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1376,McClellan Creek,1.19E+12,0 to 6.4,6.4,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
USFS Data (Site T12S-R31E-15): 7 day average of daily maximum of 75 with 65 days exceeding temperature standard (64) in 1993.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1378,Mountain Creek,1.20E+12,0 to 21.7,21.7,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM Data (Site at gaging station): 7 day average of daily maximum of 74.6/83.1 with 67/112 days exceeding temperature standard (64) in 1993/1994 respectively.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,24418,Murderers Creek,1.20E+12,0 to 24.7,24.7,Sedimentation,Year Round,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Lasar Station 30429 (WORP99-1021) 1 out of 1 (100%) samples outside the Blue Mountains Ecoregion criteria, data collected in 2003.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,1379,Murderers Creek,1.20E+12,0 to 24.7,24.7,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM Data (Site at mouth): 7 day average of daily maximums of 82.5/75.1/82.6 with 133/76/89 days exceeding standard (64) in 92/93/94 respectively; USFS (Site FSR 2170): 7 day aver of daily max of 71/65/70 exceeding standard (64) in 92/93/94 respectively.  1997 BLM study also available.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,12661,Murray Creek,1.20E+12,0 to 1.8,1.8,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[NF - Ochoco] LASAR 31150 River Mile 1.2: From 6/16/2002 to 9/30/2002, 36 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,23301,North Fork Deer Creek,1.19E+12,0 to 4.2,4.2,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 24431 River Mile 2.92 FROM 8/14/2000 To 8/14/2000 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,1352,North Fork Deer Creek,1.19E+12,0 to 4.2,4.2,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
USFS Data (Site at mouth): 7 day average of daily maximums of 67/<64/67 with 34/0/27 days exceeding temperature standard (64) in 1992/1993/1994.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1382,Pine Creek,1.19E+12,0 to 3.8,3.8,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
OSU Data (Site at mouth): 7 day average of daily maximum of 75.3 with 75 days exceeding temperature standard (64) in 1993.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,23304,Pine Creek,1.19E+12,0 to 8,8,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 25408 River Mile 2.7 FROM 7/24/2001 To 7/24/2001 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,24416,Pine Creek,1.19E+12,0 to 8,8,Sedimentation,Year Round,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Lasar Station 25408 (WORP99-0724) 1 out of 1 (100%) samples outside the Blue Mountains Ecoregion criteria, data collected in 2001.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,12655,Pine Creek,1.19E+12,0 to 8,8,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ] LASAR 25408 River Mile 2.7: From 5/14/2001 to 9/23/2001, 38 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,12660,Porcupine Creek,1.20E+12,0 to 2.1,2.1,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[NF - Ochoco] LASAR 31114 River Mile 0.1: From 6/21/2002 to 9/28/2002, 22 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1385,Rail Creek,1.19E+12,0 to 7.1,7.1,Temperature,Summer,Bull Trout: 10.0 C,Salmonid fish rearing; Salmonid fish spawning,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
USFS Data (Site at Forest Boundary): 7 day average of daily maximum of 66 exceeding Bull Trout temperature standard (50) in 1994 with maximums of 56/55/56/67 recorded in 1990/1991/1992/1994 respectively.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,12663,Rock Creek,1.20E+12,0 to 24.8,24.8,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[WSC John Day] LASAR 24479 River Mile 0.1: From 5/27/2000 to 9/10/2000, 92 days with 7-day-average maximum > 18 degrees Celsius.
[NF - Ochoco] LASAR 31143 River Mile 22.6: From 6/17/2002 to 9/28/2002, 7 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1389,Slyfe Creek,1.19E+12,0 to 6,6,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
OSU Data (Site at mouth): 7 day average of daily maximum of 73.0 with 40 days exceeding temperature standard (64) in 1993.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,23307,South Fork John Day River,1.20E+12,0 to 57.3,57.3,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:   
LASAR 26891 River Mile 47.3 FROM 7/30/2002 To 7/30/2002 1 out of 1 (100%) samples outside WCCP regional criteria.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Status modification - EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,12658,South Fork John Day River,1.20E+12,0 to 57.4,57.4,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[NF - Ochoco] LASAR 31140 River Mile 14.2: From 6/22/2002 to 9/30/2002, 47 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,12657,Spring Creek,1.20E+12,0 to 3,3,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[NF - Ochoco] LASAR 31113 River Mile 2.5: From 6/21/2002 to 10/13/2002, 12 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,12617,Strawberry Creek,1.19E+12,0 to 8.6,8.6,Temperature,Year Round (Non-spawning),Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum,Core cold water habitat,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[DEQ] LASAR 25410 River Mile 4.7: From 6/16/2001 to 9/23/2001, 62 days with 7-day-average maximum > 16 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1393,Sunflower Creek,1.20E+12,0 to 8.7,8.7,Temperature,Summer,Rearing: 17.8 C,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
BLM data (Site below road crossing): 7 day average of daily maximum of 65.0°F with 6 days exceeding temperature standard (64) in 1994;  USFS Data (Site at Forest Boundary): 7 day average of daily maximum of >64 with a maximum of 69 recording in 1994.  1997 BLM study also available with data collected in 1995.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,12647,Tex Creek,1.19E+12,0 to 6.9,6.9,Temperature,Year Round (Non-spawning),Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"2004 Data: 
[NF - Malheur] LASAR 26557 River Mile 1.8: From 6/25/1996 to 9/28/2001, 47 days with 7-day-average maximum > 18 degrees Celsius.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,1394,Tinker Creek,1.19E+12,0 to 4.6,4.6,Temperature,Summer,Rearing: 17.8 C,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
USFS Data (Site at FSR 3620): 7 day average of daily maximums of 75/79/78 with 63/50/53 days exceeding temperature standard (64) in 1990/1992/93 respectively.","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,24392,Trib to Strawberry Creek,1.19E+12,0 to 1.6,1.6,Sedimentation,Year Round,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Lasar Station 24426 (WORP99-0530) 1 out of 1 (100%) samples outside the Blue Mountains Ecoregion criteria, data collected in 2001.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
John Day,Upper John Day,17070201,1531,Utley Creek,1.19E+12,0 to 5.5,5.5,Biological Criteria,Year Round,Biocriteria: Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.,Resident fish and aquatic life,"Cat 4A: Water quality limited, TMDL approved",2010,No action,"Previous Data: 
DEQ Data (2 Sites: 404326, 404327; RM 2.2, 3.5): Bioassessment Index score was 45% and 40% respectively of reference site based on data collected between September 1990 - May 1992 (DEQ, 1993).","Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,,,,"TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>""",
John Day,Upper John Day,17070201,24417,Wildcat Creek,1.20E+12,0 to 2.5,2.5,Sedimentation,Year Round,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",,"Cat 5: Water quality limited, 303(d) list, TMDL needed",2010,No action,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Lasar Station 30418 (WORP99-0987) 1 out of 1 (100%) samples outside the Blue Mountains Ecoregion criteria, data collected in 2003.","Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,,,,,
